id,Title,Description,Category
1351, HDS Trading Paper Towel Holder Finish Varies PH44100 [Kitchen] ,Paper Towel Holder.Features. Finish - Assorted Colors.. Item Weight - 31. 00 lbs.. Size - 6 x 12. 5 in.. Pack of 24 , Home & Kitchen Kitchen & Dining Storage & Organization Countertop & Wall Organization Paper Towel Holders 
1355," Honey-Can-Do OFC-03691 Four Section 11.75 by 7.75 by 2.76-Inch Woven Drawer Organizer, Large, Salt/Pepper ","Honey-Can-Do OFC-03686 Four Section Large Woven Drawer Organizer, Salt/Pepper, 11.75L x 7.75W x 2.76H. Use for organizing frequently used office drawers. Double-woven fabric construction. Black/White finish. Measures: 11.75L x 7.75W x 2.76H. "," Home & Kitchen › Storage & Organization › Baskets, Bins & Containers "
1356, Grasslands Road Cucina Monogram Metallic Gold Letter Initial Z Magnetic Memo Pad ,Grasslands Road Cucina Monogram Metallic Gold Letter Initial Z Magnetic Memo Pad- Search Grasslands Road to view matching home decor and tabletop items. , Office Products Office & School Supplies Paper Notebooks & Writing Pads Memo & Scratch Pads 
1358, Darice 2025-433 Metal Display Tree Stand ,This gorgeous metal display tree stand has the finest details and highest quality you will find anywhere! metal display tree stand is truly remarkable. Product details: •condition: brand new •item Sku: ss-dar-2025-433 ," Clothing, Shoes & Jewelry Shoe, Jewelry & Watch Accessories Jewelry Accessories Jewelry Boxes & Organizers Jewelry Towers "
1361," TOM'S OF MAINE, Deodorant Stick Long Lasting Lavender - 2.25 oz ",Natural. Long lasting. Contains zinc ricinoleate for long-lasting odor protection and natural fragrance oils for a pleasant lavender aroma. Aluminum-free. No artificial or animal ingredients. No animal testing. Our long-lasting deodorant stick fights odor , Beauty & Personal Care Personal Care Deodorants & Antiperspirants Deodorants 
1371, Deny Designs 15006-ctsqse Happee Monkee Fly Away Coaster Set ,"Say goodbye to water rings on your furniture and hello to the stylish solution: the Deny Designs Coaster Set. Available in a set of four, you can also opt for the coaster tray to house the set or go the a la carte route. Either way, your glasses are going to get a fun drinking companion. ", Home & Kitchen Kitchen & Dining Dining & Entertaining Bar Tools & Drinkware Bar Tools Coasters 
1373," Aveda Shave Cream, 5.1 Ounce ","Moisturizing formula preps skin for a close, comfortable shave. Contains our exclusive phyto-active blend with naturally derived ingredients specifically created to treat men's skin conditions with soothing, anti-oxidant power. Helps protect against razor burn. 99 percent naturally derived. Rich and refreshing aroma combines organic lavender, vetiver and lemon. Tube contains 45 percent post-consumer recycled hdpe. Ingredients from plants and non-petroleum based minerals. "," Beauty & Personal Care › Shave & Hair Removal › Men's › Shaving Creams, Lotions & Gels › Shaving Creams "
1375, Steve Madden Women's Stars and Stripes Square Neckerchief ,Steve Madden neckercheif with stripe boarder and stars in the middle ," Clothing, Shoes & Jewelry › Women › Accessories › Scarves & Wraps › Fashion Scarves "
1376, Scotty #1022 Hairtrigger Line Release Pins (3-Pack) ,Manufacture ID: 1022br>bra>Scotty #1022 is a package of 3 extra pins for Scotty hair-trigger release #s 1020 1030 1031 and 1032. bra />bra />Features: bra />bra />- Extra pins for hair-trigger releases />- For use with Scotty Release #s 1020 1030 1031 1032br />- 3 pins per packer />- Color: Yellow , Sports & Outdoors Sports & Fitness Hunting & Fishing Fishing 
1378," Honest Training Pants, Animal Abcs, 3T-4T, 23 Count ","Premium disposable training pants with a contoured fit. Perfect for potty training, our training pants are ultra thin, ultra absorbent, and ultra adorable! ", Baby Products Diapering Disposable Diapers 
1381, Simpson Strong Tie HUS46 Double Shear Joist Hanger ,"Simpson Strong-Tie connectors make projects easier to build while making them stronger and safer. They are engineered and tested to perform and are manufactured to the highest quality standards. Whether working on a home project or building a structure to comply with building codes, go with the choice of engineers and contractors, go with genuine Simpson Strong-Tie connectors. ", Tools & Home Improvement › Hardware › Shelf Brackets & Supports › Brackets 
1389, Munchkin 3 - Clerical Errors ,"Add more cards to your favorite backstabby dungeon crawl! Play a new race: Gnomes! Try on the Bard class, and face more fearsome monsters. Plus, this set has a special treat – cards created by five of our favorite Comic Guys! Munchkin is a line of best-selling, hilarious card games from Steve Jackson Games, with over 8 million copies of the core sets and supplements in print worldwide. ", Toys & Games Games Card Games 
1392," Perko Fixed Mount Combo Masthead All-Round Anchor Light - 3-3/16""H - 12VDC ","Fixed Mount Combination Masthead / White All-Round LightFixed MountBlack Polymer and Chrome Plated Zinc Alloy TopBlack Polymer Base3/4"" Diameter Anodized Aluminum TubeBulb: 12V (Included)Pole: 3/4"" Dia. AnodizedBase Dimensions : 1"" x 2-5/8""Screw Size: #8 ", Sports & Outdoors Sports & Fitness Boating & Sailing Boating Electrical Equipment Navigation Lights 
1396, Nautica Boys' Crew Neck Tee and Flat Front Short Set ,Nautica set which includes a crew neck tee and flat front shorts. ," Clothing, Shoes & Jewelry Baby Baby Boys Clothing Clothing Sets Short Sets "
1400," Kess InHouse Malia Shields The Color River III Yoga Exercise Mat, Orange/Red, 72 x 24-Inch ","Release your inner yogi in style with these artistically unique yoga exercise mats. These mats allow you to stretch and pose freely and comfortably as they are 72"" x 24"". Made of a durable, textured non-slip backing foam, these 1/4"" thick mats will cushion your body to allow you to child's pose and more during your workout routine. Carry your lightweight mat in a polyester blend bag with an adjustable shoulder strap for easy travel and clean up. These yoga exercise mats can be cleaned with a swipe of a towel and mild soap. At KESS InHouse, we see home decor as a chance to add art to the home and to bring together a collaborative community of artists. Whether it's on the couch, in the kitchen or hanging from a wall, we believe that art enriches our lives and we want to support the artists who make it possible. For this reason, a percentage of every KESS InHouse sale goes back to the artist who created the design. KESS InHouse curates every piece of artwork specifically keeping in mind the product line. We pride ourselves on the quality and integrity of our company and home decor line. KESS InHouse believes artists should be rewarded for their creativity, imagination, and ability to transform a blank surface into something remarkable. We would like to invite you to join us in our fight against blank walls and creatively lacking homes. ", Sports & Outdoors › Sports & Fitness › Exercise & Fitness › Yoga › Mats 
1401, Dragon Models 1/72 British Churchill Mk. III ,"The Churchill infantry tank is a most distinctive design with its extremely long chassis and wraparound tracks. Named after the British Minister of Defence of the time, the Churchill tank was very well armored. It was produced in a series of versions that offered heavier armor and more powerful armament as the war progressed. The Mk.III, weighing in at 39,626kg, arrived on the scene in March 1942. It featured a 6-pounder gun in the all-welded turret, and the hull-mounted howitzer fitted in previous variants was deleted. Its baptism of fire was in the Second Battle of El Alamein in October 1942, in which six Mk.III tanks were involved. The Mk.III was also famously involved in the failed landing at Dieppe in northern France. Dragon previously issued a 1/72 scale kit of the Churchill Mk.IV, but is now following it up with a Mk.III version. To create this earlier mark, many new components such as a turret and auxiliary fuel tank have been newly tooled. The engine details are quite different too. The Churchill Mk.III is beautifully detailed, and it assembles quickly and easily into an accurate model thanks to time-saving elements like one-piece DS tracks and single-piece bogies. For modelers wishing to strengthen their British tank brigades, this is a must-have item, and it perfectly complements Dragon?s Sherman Mk.III, Sherman Firefly and Churchill Mk.IV kits already available. Paint colors needed: Flat Black, Steel, RLM79 Sandy Brown, and Dark Green. ", Toys & Games Hobbies Models & Model Kits Model Kits Tanks & Artillery Kits 
1404, AttackTix Star Wars Battle Masters at-RT ,The AT-RT is a powerful addition to your AttackTix squad. , Toys & Games › Action Figures & Statues › Action Figures 
1406, Robeez Baby Reversible Tee ,"Short sleeve tee, artwork includes screen-print with a touch of embroidery. Reversing to an allover print. Heathered cotton/modal/spandex. Snap detail at neck for easy on and off "," Clothing, Shoes & Jewelry Baby Baby Girls Clothing Tops Tees "
1408," Goody Aluminum Sectioning Clips, Silver 6 ea ",Goody Aluminum Curl Clips -- 6 per case. … , Beauty & Personal Care Hair Care Hair Accessories Clips 
1409," Preciosa Ornela Czech Seed Bead, Pearl Pink, Size 6/0 ","Rocaille seed beads are squat and rounded in shape, they're slightly wider around than they are tall. Size 6/0 rocaille seed beads are often referred to as ""E beads"" or ""ebeads"". 6/0 seed beads measure approximately 4 millimeters. Expect to receive about 180 beads per 20 inch strand. Always be certain to purchase a few more beads"" than you expect to need to avoid finding yourself a day late and a bead short. Preciosa ornela traditional czech glass seed beads exhibit superior quality, outstanding uniformity, and exceptional breadth of assortment, making them the perfect choice for any beading project not intended for children under 12 years of age. "," Arts, Crafts & Sewing Beading & Jewelry Making Beads & Bead Assortments "
1411, Hasbro Nerf Weather Blitz Football - Colors May Vary ,"The NERF WEATHER BLITZ is tough! Designed with a weather resistant surface and finger grips so the ball won’t slip from your hand, the WEATHER BLITZ football actually plays better in wet weather! When you take your NERF game to the extreme, grab the football that’s made to handle whatever you’re up against! Colors may vary. ", Toys & Games Sports & Outdoor Play Sports Toy Sports Toy Football 
